EnsemblID,gene_name,Chr,Biotype,ChrCat,logFC_UCLA,CI.L_UCLA,CI.R_UCLA,AveExpr_UCLA_AllSamples,AveExpr_UCLA_Males,AveExpr_UCLA_Females,t_UCLA,P.Value_UCLA,adj.P.Val_UCLA,B_UCLA,SE_UCLA,SE2_UCLA,absLogFC_UCLA,power_alpha0.05_UCLA,power_alpha0.1_UCLA,logFC_BV,CI.L_BV,CI.R_BV,AveExpr_BV_AllSamples,AveExpr_BV_Males,AveExpr_BV_Females,t_BV,P.Value_BV,adj.P.Val_BV,B_BV,SE_BV,SE2_BV,absLogFC_BV,power_alpha0.05_BV,power_alpha0.1_BV,invNorm_adjPval,invNorm_testStats,invNorm_rawPval
ENSG00000176834,VSIG10,chr12,protein_coding,Auto,-0.016848419,-0.065676458,0.031979621,3.206308057,3.003683143,3.020531561,-0.681172435,0.49669408,0.983531926,-8.41055637,0.024912265,0.000620621,0.016848419,0.103985573,0.177002392,0.056418377,-0.038350423,0.151187176,2.952162705,2.964253125,2.873488549,1.188147393,0.238945339,0.930316717,-7.394290644,0.048351428,0.002337861,0.056418377,0.216012802,0.322059286,0.941518498,0.407478551,0.341828272
ENSG00000176845,METRNL,chr17,protein_coding,Auto,0.06480531,-0.033231307,0.162841926,3.43756612,4.322679443,4.257874135,1.3049368,0.193687241,0.94030694,-7.868858697,0.050018682,0.002501869,0.06480531,0.25440906,0.366612431,0.026332613,-0.120503707,0.173168933,2.95005276,3.513977354,3.426887608,0.357911437,0.72152807,0.988571854,-8.039454444,0.07491649,0.00561248,0.026332613,0.064380176,0.121228246,0.942578195,0.381892969,0.351270378
ENSG00000176853,FAM91A1,chr8,protein_coding,Auto,-0.012665617,-0.034835161,0.009503927,5.791113538,5.826140424,5.838806041,-1.127812177,0.260996821,0.950741179,-8.614856042,0.011310992,0.000127939,0.012665617,0.201891221,0.303809712,0.028937409,-0.03122231,0.089097128,5.077204583,5.072998269,5.041153825,0.959994972,0.340489083,0.948569166,-8.09713231,0.030693734,0.000942105,0.028937409,0.157215505,0.248415224,0.911828917,0.76058605,0.223452177
ENSG00000176871,WSB2,chr12,protein_coding,Auto,0.002860261,-0.021259193,0.026979715,7.662814573,7.624005294,7.621145033,0.234102131,0.815188863,0.989640717,-9.383586956,0.012305844,0.000151434,0.002860261,0.056229992,0.109210263,0.018381721,-0.034400069,0.071163512,7.352855112,7.544487831,7.568263764,0.695051805,0.489412215,0.970424382,-8.433081043,0.026929485,0.000725197,0.018381721,0.105277653,0.17916783,0.988606663,-0.72556764,0.765948067
ENSG00000176884,GRIN1,chr9,protein_coding,Auto,-0.012121947,-0.067489394,0.0432455,5.725790958,6.812533311,6.824655256,-0.432200332,0.666146412,0.988868367,-9.146232478,0.028248697,0.000797989,0.012121947,0.071412719,0.131279314,0.011596975,-0.09306657,0.116260521,5.072170907,5.027389853,5.010148711,0.221138521,0.825653164,0.994129994,-8.531247161,0.053399768,0.002851535,0.011596975,0.055461945,0.108120724,0.989931569,-0.883375574,0.811483308
ENSG00000176887,SOX11,chr2,protein_coding,Auto,0.017962863,-0.010551811,0.046477537,11.17552815,10.98215065,10.96418779,1.243581774,0.215374685,0.941135475,-8.724236076,0.014548303,0.000211653,0.017962863,0.235400813,0.344247273,0.00620309,-0.085395281,0.09780146,8.090226415,8.709514463,8.641291546,0.135156034,0.892891343,0.996081314,-8.635733046,0.046733862,0.002184054,0.00620309,0.0520362,0.10303587,0.961863592,-0.05080474,0.520259443
ENSG00000176890,TYMS,chr18,protein_coding,Auto,-0.004252819,-0.073153966,0.064648328,3.395508919,4.025575259,4.029828076,-0.121847795,0.90316423,0.993220719,-8.720455027,0.035153646,0.001235779,0.004252819,0.051683217,0.102497668,-0.209231842,-0.383043493,-0.035420191,0.965308132,2.446913435,2.717555437,-2.40250338,0.019043922,0.656015179,-4.801554201,0.088679414,0.007864038,0.209231842,0.658442617,0.768377462,0.956606948,0.097883376,0.46101245
ENSG00000176896,TCEANC,chrX,protein_coding,X,0.044875231,-0.01276632,0.102516782,3.05475288,3.161230753,3.11635552,1.536873936,0.126193083,0.920533156,-7.417168617,0.029408955,0.000864887,0.044875231,0.333181098,0.455314816,-0.015973985,-0.12308965,0.09114168,2.722718475,3.487734417,3.499806027,-0.297629109,0.766901742,0.989562689,-7.98955443,0.054650849,0.002986715,0.015973985,0.059919369,0.11469507,0.925679102,0.53339933,0.296878591
ENSG00000176903,PNMA1,chr14,protein_coding,Auto,0.001293468,-0.025296422,0.027883358,7.164742987,7.271697787,7.270404319,0.096029868,0.923610555,0.99497757,-9.382128397,0.01356627,0.000184044,0.001293468,0.051045081,0.101551576,0.017403341,-0.062505121,0.097311803,6.582885101,6.576758563,6.593580436,0.434665302,0.665193924,0.982483386,-8.586343755,0.040769624,0.001662162,0.017403341,0.071287293,0.131255999,0.996077762,-1.421042155,0.922347748
ENSG00000176907,C8orf4,chr8,protein_coding,Auto,-0.00427322,-0.087208024,0.078661583,2.979810357,1.504082141,1.508355363,-0.101715159,0.919103271,0.99497757,-8.631802692,0.042313675,0.001790447,0.00427322,0.05117258,0.101740683,0.035567495,-0.266622096,0.337757086,0.685992611,-1.677660374,-1.977264007,0.234903178,0.814996091,0.993527927,-7.561505804,0.154178363,0.023770968,0.035567495,0.056165509,0.109161543,0.996077762,-1.660884433,0.95163167
ENSG00000176915,ANKLE2,chr12,protein_coding,Auto,-0.008139589,-0.032386353,0.016107176,6.569499557,6.898829901,6.906969489,-0.662698335,0.508425978,0.983531926,-9.124432294,0.012370798,0.000153037,0.008139589,0.101036013,0.172946056,-0.012998137,-0.067339811,0.041343537,5.733266513,5.976316641,5.986060641,-0.47737888,0.634636802,0.979345629,-8.520527618,0.027725344,0.000768695,0.012998137,0.075734564,0.13765755,0.974951356,-0.211719246,0.583836964
ENSG00000176927,EFCAB5,chr17,protein_coding,Auto,-0.026443007,-0.101904452,0.049018438,2.286467026,2.261496199,2.287939206,-0.691755978,0.490039217,0.983531926,-8.134396887,0.038500737,0.001482307,0.026443007,0.105714435,0.179372648,-0.040928995,-0.138590985,0.056732995,3.246937312,1.800540194,1.792686442,-0.836412709,0.405878487,0.964382787,-7.844695539,0.049827546,0.002482784,0.040928995,0.130779533,0.213714875,0.956438981,0.155057004,0.438388189
ENSG00000176945,MUC20,chr3,protein_coding,Auto,0.163423566,-0.032372052,0.359219184,2.981895881,3.320101696,3.156678129,1.647702948,0.101270419,0.895631142,-7.236378467,0.099895723,0.009979156,0.163423566,0.374031442,0.499013597,0.203897574,-0.075443856,0.483239004,1.514883179,3.688474714,3.364332713,1.456772782,0.149822343,0.908743945,-6.706455601,0.142521138,0.020312275,0.203897574,0.30050801,0.420688536,0.774156547,1.637387321,0.050774783
ENSG00000176946,THAP4,chr2,protein_coding,Auto,-0.004704602,-0.031112229,0.021703025,4.693637137,4.673525985,4.678230585,-0.351690571,0.725508158,0.989640717,-8.986482697,0.013473279,0.000181529,0.004704602,0.064123298,0.120748411,0.025411289,-0.052604099,0.103426677,4.42806058,4.381829768,4.380902214,0.650072103,0.517855357,0.970883579,-8.23077975,0.039803769,0.00158434,0.025411289,0.098215837,0.169398478,0.98579049,-0.519935431,0.69844571
ENSG00000176953,NFATC2IP,chr16,protein_coding,Auto,-0.016364873,-0.053096521,0.020366775,5.167252966,5.409022287,5.425387159,-0.879507235,0.380374366,0.973124832,-8.758880937,0.018740637,0.000351211,0.016364873,0.141157492,0.226840956,-0.004739285,-0.066601663,0.057123093,4.28159253,3.679189767,3.722881696,-0.152897822,0.878935683,0.994281511,-8.408106311,0.031562438,0.000996187,0.004739285,0.05260668,0.103884607,0.983384103,-0.408969183,0.658718862
ENSG00000176956,LY6H,chr8,protein_coding,Auto,0.004627369,-0.02994751,0.039202249,5.259486551,5.021315991,5.016688622,0.264204778,0.791943833,0.989640717,-9.131993872,0.017640245,0.000311178,0.004627369,0.05794308,0.111726635,0.066431116,-0.015285443,0.148147675,5.255345893,4.622820535,4.515366943,1.62246968,0.109371657,0.885698123,-7.266094984,0.041692122,0.001738233,0.066431116,0.359384561,0.485141136,0.959518366,0.02306937,0.490797469
ENSG00000176971,FIBIN,chr11,protein_coding,Auto,-0.100429101,-0.237631565,0.036773363,0.77191537,2.413544502,2.513973605,-1.444990089,0.150311087,0.928246685,-6.974643947,0.070001257,0.004900176,0.100429101,0.300766845,0.419554716,0.100194992,-0.190665331,0.391055315,0.359108584,1.27303735,1.017186262,0.687506242,0.494122909,0.970811021,-7.200709705,0.148398124,0.022022003,0.100194992,0.104057913,0.177486983,0.906162727,0.862709239,0.194148676
ENSG00000176973,FAM89B,chr11,protein_coding,Auto,-0.032185157,-0.07528891,0.010918597,3.123639611,2.670240863,2.702426018,-1.47403482,0.142331294,0.924072306,-7.553979293,0.021991711,0.000483635,0.032185157,0.310855029,0.430791048,0.025385466,-0.115683287,0.166454218,1.833906844,-0.163333133,-0.183393047,0.359144665,0.720609583,0.988571854,-7.723327508,0.071973853,0.005180236,0.025385466,0.06448031,0.121374379,0.922591139,0.553072645,0.290106834
ENSG00000176974,SHMT1,chr17,protein_coding,Auto,-0.010820455,-0.074732061,0.05309115,3.144278593,2.91893551,2.929755966,-0.334220446,0.738627333,0.989640717,-8.572929964,0.032607962,0.001063279,0.010820455,0.062745334,0.118744433,-0.000181993,-0.127951746,0.127587761,1.964680493,0.135288673,0.105227291,-0.002842763,0.997740203,0.999579488,-7.844271742,0.06518865,0.00424956,0.000181993,0.0500009,0.100001344,0.997272398,-2.130446398,0.983432612
ENSG00000176978,DPP7,chr9,protein_coding,Auto,-0.046014954,-0.134568099,0.042538191,3.893596337,3.534525624,3.580540575,-1.02579884,0.306451473,0.960671448,-8.337507058,0.045180176,0.002041248,0.046014954,0.175054511,0.270422276,-0.140243075,-0.314115685,0.033629534,3.653151347,5.924461002,6.07794897,-1.609775698,0.112121023,0.889807443,-6.989360732,0.088710515,0.007869555,0.140243075,0.354726312,0.480158524,0.878507975,1.103682054,0.134865542
ENSG00000176986,SEC24C,chr10,protein_coding,Auto,-0.005594911,-0.027401926,0.016212104,6.72529918,6.748173065,6.753767976,-0.506482166,0.613177896,0.987780657,-9.229295456,0.011126028,0.000123789,0.005594911,0.079525561,0.14286557,-0.002955315,-0.071182857,0.065272227,5.872937071,5.316516929,5.270742323,-0.08644884,0.931365937,0.997821074,-8.642233029,0.034809971,0.001211734,0.002955315,0.050832403,0.101242301,0.994028858,-1.076298497,0.85910311
ENSG00000176994,SMCR8,chr17,protein_coding,Auto,-0.031437054,-0.066962894,0.004088785,4.333229683,4.697696207,4.72913326,-1.746886541,0.082472499,0.859933787,-7.43719842,0.018125428,0.000328531,0.031437054,0.411877306,0.53821433,-0.067462356,-0.15531215,0.020387438,3.335431598,4.531233975,4.637008032,-1.532624877,0.130049122,0.899440648,-7.016307305,0.044821324,0.002008951,0.067462356,0.326918115,0.450002688,0.753952396,1.781941937,0.03737935
ENSG00000177000,MTHFR,chr1,protein_coding,Auto,0.020889018,-0.00851984,0.050297875,5.763140605,6.166959813,6.146070793,1.402190659,0.162691261,0.931487081,-8.26811296,0.015004519,0.000225136,0.020889018,0.286186056,0.403138618,-0.041472497,-0.102584677,0.019639683,4.992245486,5.158301948,5.236271725,-1.354401805,0.180131588,0.915378165,-7.622591516,0.031179683,0.000972173,0.041472497,0.266533562,0.38195718,0.842003101,1.328223101,0.092052207
ENSG00000177030,DEAF1,chr11,protein_coding,Auto,-0.00354544,-0.036908228,0.029817348,5.763808552,5.646640633,5.650186072,-0.209785273,0.834087789,0.989640717,-9.227227095,0.017021831,0.000289743,0.00354544,0.05499935,0.10739829,0.011194283,-0.045301354,0.067689921,5.844806714,5.714181792,5.702841827,0.395454477,0.693756442,0.9868425,-8.56501647,0.028824305,0.000830841,0.011194283,0.06758566,0.125895097,0.994028858,-1.086969158,0.86147478
ENSG00000177034,MTX3,chr5,protein_coding,Auto,0.023872526,-0.0096154,0.057360452,5.289924098,5.423779555,5.39990703,1.407269642,0.161182754,0.931487081,-8.176795913,0.017085677,0.00029192,0.023872526,0.287898005,0.405076992,0.01913097,-0.041245903,0.079507842,4.862154516,5.142534158,5.134367531,0.632384896,0.529274945,0.970968225,-8.322657579,0.030804527,0.000948919,0.01913097,0.095576988,0.165724032,0.911828917,0.77538054,0.219057415
ENSG00000177051,FBXO46,chr19,protein_coding,Auto,0.022405313,-0.008237221,0.053047846,4.221337884,4.435102772,4.412697459,1.44342272,0.150751304,0.928246685,-7.887329158,0.015633946,0.00024442,0.022405313,0.300226813,0.418950443,-0.006256278,-0.086807507,0.074294951,3.502787282,3.656080315,3.634642591,-0.155009741,0.877276921,0.994129994,-8.225472703,0.041097566,0.00168901,0.006256278,0.052679325,0.103992628,0.955913396,0.197159895,0.421851207
ENSG00000177054,ZDHHC13,chr11,protein_coding,Auto,0.001186731,-0.032300968,0.034674431,5.290529928,5.053525626,5.052338894,0.069957496,0.944310147,0.995986139,-9.169661804,0.017085561,0.000291916,0.001186731,0.050554468,0.100823521,0.046568806,-0.014419954,0.107557566,5.117826359,5.19146493,5.106682713,1.523913832,0.132208969,0.899655952,-7.409295301,0.031116714,0.00096825,0.046568806,0.323836166,0.446616327,0.988511078,-0.684079128,0.7530374
ENSG00000177058,SLC38A9,chr5,protein_coding,Auto,-0.021957383,-0.045805626,0.001890859,5.522399843,5.650662313,5.672619696,-1.817571074,0.070899664,0.841082977,-7.566110559,0.012167471,0.000148047,0.021957383,0.439393227,0.565976116,-0.008576993,-0.050740103,0.033586118,5.612035229,5.138749407,5.136749681,-0.40599203,0.686034569,0.986354057,-8.548201538,0.021511791,0.000462757,0.008576993,0.068544878,0.127287175,0.903441363,0.939055249,0.17385119
ENSG00000177076,ACER2,chr9,protein_coding,Auto,-0.005185412,-0.054882808,0.044511983,2.650907978,2.504047301,2.509232713,-0.205976124,0.837057319,0.989640717,-8.457744774,0.025355814,0.000642917,0.005185412,0.054818939,0.107132354,-0.001379074,-0.07799109,0.075232942,3.17333794,2.400059771,2.382753842,-0.035925748,0.971447757,0.999247825,-8.164417798,0.039087763,0.001527853,0.001379074,0.050143702,0.100214587,0.997015863,-1.884924696,0.970279997
ENSG00000177082,WDR73,chr15,protein_coding,Auto,0.000196563,-0.029389947,0.029783073,5.08247596,5.021468467,5.021271903,0.013115202,0.989551342,0.998326139,-9.133124592,0.015095158,0.000227864,0.000196563,0.050019481,0.100028947,0.00307386,-0.059909809,0.066057529,4.440495648,3.93921031,3.945322973,0.097402754,0.922695634,0.997129951,-8.440011056,0.032134525,0.001032628,0.00307386,0.051056893,0.101577045,0.999740338,-2.71014262,0.996637286
ENSG00000177084,POLE,chr12,protein_coding,Auto,0.003480729,-0.062551533,0.06951299,6.610041642,7.018642111,7.015161381,0.104059373,0.917245539,0.994616774,-9.34059816,0.033689929,0.001135011,0.003480729,0.051227292,0.101821821,0.102482947,-0.041823419,0.246789314,5.481070609,4.925156034,4.844154014,1.417363446,0.160983089,0.912055189,-7.598703706,0.073625697,0.005420743,0.102482947,0.287190379,0.405646837,0.986063462,-0.585562512,0.720915227
ENSG00000177096,FAM109B,chr22,protein_coding,Auto,0.081785369,-0.024599403,0.188170141,1.409910508,2.233440525,2.151655154,1.517621089,0.130977134,0.920826765,-6.998500781,0.054277945,0.002946095,0.081785369,0.326270989,0.447774235,-0.090837695,-0.286648775,0.104973385,1.042685063,0.992087663,1.06923677,-0.925857085,0.357823648,0.954490809,-7.174801286,0.099903612,0.009980732,0.090837695,0.149526836,0.238432788,0.878507975,1.131587433,0.128903963
ENSG00000177098,SCN4B,chr11,protein_coding,Auto,0.005679526,-0.076648377,0.088007429,2.778928443,1.702140344,1.69646082,0.136185927,0.891836282,0.992373077,-8.559851755,0.042004032,0.001764339,0.005679526,0.052103194,0.103119782,0.025577321,-0.0939368,0.145091442,3.053366534,1.948720147,1.942489478,0.427121016,0.670652597,0.983940676,-8.040469671,0.060976592,0.003718145,0.025577321,0.070546885,0.130186097,0.995488008,-1.26986761,0.897934104
ENSG00000177103,DSCAML1,chr11,protein_coding,Auto,0.0196898,-0.031335638,0.070715239,6.039325882,6.37132246,6.35163266,0.761766328,0.447260538,0.982329245,-8.991374879,0.026033387,0.000677737,0.0196898,0.117871467,0.195890804,-0.013987401,-0.165091036,0.137116233,7.706180872,7.082557056,7.180511982,-0.184746933,0.853982322,0.994129994,-8.639713017,0.077093691,0.005943437,0.013987401,0.053808437,0.105669947,0.98579049,-0.485375847,0.686295119
ENSG00000177105,RHOG,chr11,protein_coding,Auto,0.066917816,-0.003763172,0.137598804,1.425095366,1.437325985,1.370408169,1.868987295,0.063353803,0.828783765,-6.419055615,0.036061729,0.001300448,0.066917816,0.459606654,0.585986436,0.125127981,-0.038670003,0.288925964,1.101340961,2.14798955,2.04919846,1.524617841,0.132033366,0.899440648,-6.460952055,0.0835704,0.006984012,0.125127981,0.324084815,0.446889869,0.711164262,1.891065867,0.029307776
ENSG00000177108,ZDHHC22,chr14,protein_coding,Auto,-0.04164551,-0.136435448,0.053144427,4.525356337,4.3733166,4.414962115,-0.867307608,0.387002487,0.975102723,-8.634250085,0.048362213,0.002338904,0.04164551,0.138578828,0.223456102,-0.042294772,-0.243778687,0.159189143,3.898078635,1.754181181,1.613060094,-0.418949252,0.676585392,0.98550702,-8.224797283,0.102797916,0.010567411,0.042294772,0.069759896,0.129047578,0.959961496,-0.021635025,0.508630453
ENSG00000177119,ANO6,chr12,protein_coding,Auto,0.018253187,-0.013015294,0.049521668,4.737818432,4.977256762,4.959003575,1.152389069,0.250787647,0.949369967,-8.386163245,0.015953307,0.000254508,0.018253187,0.208738986,0.31218245,-0.020406468,-0.084941171,0.044128236,5.441801368,5.20965387,5.25310806,-0.631087573,0.530117677,0.970968225,-8.410918832,0.032925869,0.001084113,0.020406468,0.095386559,0.16545836,0.930586959,0.512035106,0.30431322
ENSG00000177125,ZBTB34,chr9,protein_coding,Auto,0.001547196,-0.033084973,0.036179365,6.730257752,6.991746685,6.990199488,0.088192734,0.929827843,0.995986139,-9.348818045,0.017669474,0.00031221,0.001547196,0.050881375,0.101308706,-0.000158331,-0.090938389,0.090621727,6.549819807,5.941139632,6.039053401,-0.003480893,0.997232937,0.999579488,-8.673219542,0.046316356,0.002145205,0.000158331,0.050001349,0.100002014,0.999818713,-2.783166233,0.997308439
ENSG00000177133,LINC00982,chr1,antisense,Auto,-0.050791688,-0.134884163,0.033300787,3.294758189,2.600196676,2.650988363,-1.192347143,0.234795567,0.947167129,-7.969167794,0.042904324,0.001840781,0.050791688,0.220181407,0.326046055,-0.055742024,-0.26545493,0.153970881,1.306196175,0.834740061,1.062183003,-0.530484493,0.597519642,0.977030856,-7.588448482,0.10699638,0.011448225,0.055742024,0.081874382,0.146426938,0.934188579,0.457500306,0.323655741
ENSG00000177150,FAM210A,chr18,protein_coding,Auto,0.005405644,-0.031746508,0.042557797,4.430819692,4.512972797,4.507567152,0.287230596,0.77428741,0.989640717,-8.941470369,0.01895518,0.000359299,0.005405644,0.059395718,0.113855061,-0.011242695,-0.083306202,0.060820812,4.894646391,4.254240858,4.260028079,-0.311365253,0.756484022,0.989562689,-8.492267125,0.036767095,0.001351819,0.011242695,0.060861948,0.11607935,0.993754625,-1.013936965,0.844693584
ENSG00000177156,TALDO1,chr11,protein_coding,Auto,-0.013653628,-0.038317391,0.011010134,5.728232491,5.733849359,5.747502987,-1.092838414,0.276019095,0.954526432,-8.647046876,0.012583552,0.000158346,0.013653628,0.192400235,0.292108388,0.035977789,-0.012896546,0.084852124,5.120383117,5.478906529,5.416876556,1.469158739,0.14644211,0.908743945,-7.477238782,0.024935885,0.000621798,0.035977789,0.304752069,0.42544492,0.878507975,1.084654118,0.139037438
ENSG00000177169,ULK1,chr12,protein_coding,Auto,-3.00E-05,-0.033543383,0.033483477,5.453056509,5.711631433,5.711661384,-0.001764369,0.998594317,0.999583423,-9.198216825,0.017098689,0.000292365,3.00E-05,0.050000353,0.100000524,0.021468859,-0.050311163,0.093248882,4.575175075,5.056518026,5.028324753,0.596925989,0.552556788,0.972503767,-8.293383016,0.03662246,0.001341205,0.021468859,0.09051961,0.158644762,0.999167411,-2.540648578,0.994467646
ENSG00000177181,RIMKLA,chr1,protein_coding,Auto,0.029542646,-0.013716577,0.072801869,5.508663431,5.75208001,5.722537365,1.348148949,0.179413463,0.934967595,-8.297148689,0.022071032,0.00048713,0.029542646,0.268287303,0.382694217,0.004583751,-0.072786325,0.081953827,5.472365989,5.053828934,5.138786667,0.118239644,0.906229466,0.997129951,-8.599689804,0.039474529,0.001558238,0.004583751,0.051557894,0.102323654,0.959651253,0.013435371,0.494640224
ENSG00000177182,CLVS1,chr8,protein_coding,Auto,0.000879118,-0.027030208,0.028788443,6.653838908,6.243884721,6.243005604,0.062182025,0.950491309,0.99641825,-9.349610486,0.014239452,0.000202762,0.000879118,0.050438033,0.100650649,-0.004202925,-0.066100875,0.057695025,7.608534412,7.535407834,7.524346491,-0.135515969,0.892607866,0.996081314,-8.657541492,0.031580587,0.000997333,0.004202925,0.052046979,0.103051914,0.997015863,-2.061938087,0.980393185
ENSG00000177189,RPS6KA3,chrX,protein_coding,X,0.004788938,-0.024566316,0.034144192,5.678853944,5.736715446,5.731926507,0.322047996,0.747814089,0.989640717,-9.18253286,0.01497717,0.000224316,0.004788938,0.061827826,0.117407712,0.091512415,0.041343368,0.141681463,5.919927541,6.254086831,6.170411966,3.64048525,0.000528859,0.111839482,-2.517274333,0.025596453,0.000655178,0.091512415,0.948255973,0.974928021,0.848592448,1.297560045,0.09721928
ENSG00000177192,PUS1,chr12,protein_coding,Auto,-0.03972875,-0.084414798,0.004957298,3.031957591,3.322867525,3.362596274,-1.755093071,0.081054239,0.85867194,-7.059651023,0.022799004,0.000519795,0.03972875,0.415052044,0.54144867,0.002413273,-0.082021397,0.086847943,2.751736774,2.480868022,2.564158843,0.05704279,0.954679885,0.999083566,-8.044030574,0.043078913,0.001855793,0.002413273,0.05036233,0.100540961,0.955913396,0.198767622,0.421222262
ENSG00000177200,CHD9,chr16,protein_coding,Auto,0.01939122,-0.001638554,0.040420994,8.98552225,9.275481671,9.25609045,1.820278045,0.070484631,0.841082977,-7.807793615,0.010729477,0.000115122,0.01939122,0.440453906,0.567034137,0.013168693,-0.03668324,0.063020625,8.440960084,8.585661187,8.57815462,0.527200454,0.599785503,0.977030856,-8.485593437,0.025434659,0.000646922,0.013168693,0.081474952,0.145858809,0.88076085,1.072470716,0.14175433
ENSG00000177225,PDDC1,chr11,protein_coding,Auto,-0.004293754,-0.034200027,0.025612519,5.741075333,5.609109789,5.613403542,-0.283427539,0.777195794,0.989640717,-9.206618959,0.015258303,0.000232816,0.004293754,0.059147257,0.11349136,0.029778169,-0.049592454,0.109148791,4.892340226,4.392008403,4.386928177,0.748778407,0.456596015,0.966354765,-8.239913795,0.040495215,0.001639862,0.029778169,0.114376555,0.191622366,0.98579049,-0.568055025,0.715001197
ENSG00000177234,C10orf85,chr10,protein_coding,Auto,-0.064479926,-0.266530207,0.137570355,0.542052169,0.066400626,0.13088056,-0.629987998,0.529552726,0.983531926,-7.807686387,0.103086878,0.010626904,0.064479926,0.096025662,0.166018913,-0.0774972,-0.397572696,0.242578296,1.263910154,2.867500213,2.916600189,-0.483224224,0.630502628,0.978506681,-7.612889823,0.163303824,0.026668139,0.0774972,0.076377122,0.138578991,0.975108445,-0.249290338,0.598431898
ENSG00000177239,MAN1B1,chr9,protein_coding,Auto,0.000321704,-0.039556876,0.040200283,5.713730607,6.296421224,6.296099519,0.015925146,0.987312882,0.9983172,-9.244054235,0.020346214,0.000413968,0.000321704,0.050028724,0.10004268,0.028138715,-0.046707852,0.102985283,5.076724828,5.743247237,5.669205761,0.750321677,0.455672433,0.966354765,-8.273421777,0.038187024,0.001458249,0.028138715,0.114648679,0.191992601,0.996667783,-1.782501991,0.962666297
ENSG00000177272,KCNA3,chr1,protein_coding,Auto,-0.005422239,-0.049251889,0.038407411,4.425947534,4.174221467,4.179643706,-0.244218088,0.807357964,0.989640717,-8.948827058,0.022362066,0.000500062,0.005422239,0.056782222,0.110022193,-0.046544929,-0.127924211,0.034834353,3.617382522,4.324986801,4.377191308,-1.141493986,0.257703889,0.933736549,-7.622816344,0.041520042,0.001723914,0.046544929,0.202962156,0.306101181,0.979998729,-0.349445336,0.636622499
ENSG00000177283,FZD8,chr10,protein_coding,Auto,-0.007655148,-0.06722747,0.051917173,4.920777507,4.568442018,4.576097168,-0.253674191,0.800055422,0.989640717,-9.072245892,0.030394042,0.000923798,0.007655148,0.057319886,0.110812016,-0.111164062,-0.367351026,0.145022902,1.92947027,0.999522397,1.017262201,-0.866009177,0.389557492,0.962454245,-7.461126807,0.130707635,0.017084486,0.111164062,0.136759011,0.221658439,0.98579049,-0.536522683,0.704201318
ENSG00000177301,KCNA2,chr1,protein_coding,Auto,0.058153166,-0.000950205,0.117256536,3.042443507,3.280210981,3.222057815,1.942353699,0.053755534,0.813517155,-6.709502412,0.030154781,0.000909311,0.058153166,0.488623366,0.614157465,0.063607084,-0.04821124,0.175425409,3.847055817,4.827822475,4.802611669,1.135292115,0.260274156,0.934695683,-7.684487259,0.057050166,0.003254721,0.063607084,0.201266987,0.304012848,0.764815603,1.691202305,0.045399085
ENSG00000177302,TOP3A,chr17,protein_coding,Auto,-0.010681801,-0.03757109,0.016207487,5.824162839,5.778569085,5.789250886,-0.78421002,0.434013959,0.982329245,-8.950623369,0.013719025,0.000188212,0.010681801,0.12203479,0.201489301,0.019509842,-0.033867506,0.07288719,5.21231868,4.893625258,4.875519297,0.729477459,0.468237285,0.966764502,-8.311309253,0.027233341,0.000741655,0.019509842,0.111024352,0.187050952,0.955913396,0.182148162,0.427733226
ENSG00000177303,CASKIN2,chr17,protein_coding,Auto,-0.031094342,-0.080521961,0.018333277,3.543237958,3.255020127,3.28611447,-1.241877849,0.216001211,0.941135475,-7.975414966,0.025218173,0.000635956,0.031094342,0.234884957,0.343634703,-0.0032365,-0.121988408,0.115515408,2.375585292,2.591928984,2.565640974,-0.054393893,0.956782259,0.999083566,-7.953734299,0.060587708,0.00367087,0.0032365,0.050329468,0.100491911,0.978189159,-0.319281455,0.625243453
ENSG00000177311,ZBTB38,chr3,protein_coding,Auto,0.001914632,-0.017750961,0.021580225,7.431776905,7.481926163,7.480011532,0.192196476,0.847818904,0.989760309,-9.38130919,0.010033466,0.00010067,0.001914632,0.054194188,0.106210839,-0.004031648,-0.047832632,0.039769335,7.44075134,7.506721428,7.543709393,-0.183702009,0.854798786,0.994129994,-8.656868814,0.022347441,0.000499408,0.004031648,0.053765394,0.105606063,0.996077762,-1.444640073,0.925720495
ENSG00000177335,C8orf31,chr8,protein_coding,Auto,0.034023628,-0.128887246,0.196934502,0.854221852,0.709952687,0.675929064,0.412285206,0.680652551,0.988868367,-7.92029896,0.083117793,0.006908568,0.034023628,0.069465065,0.128476966,-0.009427695,-0.212528515,0.193673125,1.179302085,1.912918423,1.988885106,-0.092642222,0.926462626,0.997410245,-7.682015104,0.103622867,0.010737699,0.009427695,0.050956042,0.101426679,0.994244144,-1.206074123,0.886105544
ENSG00000177352,CCDC71,chr3,protein_coding,Auto,-0.034291523,-0.074211114,0.005628069,3.783782068,3.771713129,3.806004651,-1.69577367,0.091768958,0.887320068,-7.380136603,0.020367138,0.00041482,0.034291523,0.392244397,0.518028442,0.015840753,-0.056489788,0.088171295,3.379799814,3.784106486,3.781037156,0.437088343,0.663444556,0.982170239,-8.104691243,0.036903337,0.001361856,0.015840753,0.071527931,0.131603468,0.906162727,0.859599332,0.195004972
