Row.names,Gene.stable.ID,Crab.eating.macaque.gene.stable.ID,Mouse.gene.stable.ID,Rat.gene.stable.ID,Dog.gene.stable.ID,Skin,Heart,Brain,Muscle,Spleen,Adipose,Thyroid,Colon,Lung,Liver,Pituitary,Adrenal,Human expression breadth,Chicken expression breadth,Brain expression constraint percentile,Heart expression constraint percentile,Liver expression constraint percentile,Lung expression constraint percentile,Muscle expression constraint percentile,Mean mammalian phyloP score
VPS13D,ENSG00000048707,ENSMFAG00000044460,ENSMUSG00000020220,ENSRNOG00000016443,ENSCAFG00000016397,0,0,0,0,0,11,0,0,1,-8,-10,11,0.534445712,NA,NA,NA,NA,NA,NA,NA
VPS16,ENSG00000215305,ENSMFAG00000033888,ENSMUSG00000027411,ENSRNOG00000021222,ENSCAFG00000006534,-8,0,7,0,0,-11,-9,-10,-10,0,0,0,0.517480908,NA,0.969930695,0.954286341,0.907244844,0.693112882,0.756623537,3.76143
VPS18,ENSG00000104142,ENSMFAG00000001262,ENSMUSG00000034216,ENSRNOG00000013689,ENSCAFG00000009383,-4,0,7,0,0,-11,-9,-11,-11,0,11,0,0.5782841,0.218413882,0.970601386,0.959548345,0.997673189,0.838348995,0.91965496,4.64409
VPS26A,ENSG00000122958,ENSMFAG00000042937,ENSMUSG00000020078,ENSRNOG00000030683,ENSCAFG00000013827,4,0,-7,0,0,11,9,11,10,0,-6,0,0.543074124,0.490617266,NA,NA,NA,NA,NA,5.82262
VPS26B,ENSG00000151502,ENSMFAG00000038681,ENSMUSG00000031988,ENSRNOG00000047235,ENSCAFG00000029822,0,0,0,0,1,0,0,0,0,0,0,0,0.60332223,0.32970018,NA,NA,NA,NA,NA,5.25146
VPS29,ENSG00000111237,ENSMFAG00000002612,ENSMUSG00000029462,ENSRNOG00000001274,ENSCAFG00000008481,0,0,0,0,0,-6,0,0,0,0,0,0,0.630684762,0.567109428,0.727475967,0.832273624,0.936964569,0.840252171,0.941589649,NA
VPS33B,ENSG00000184056,ENSMFAG00000033165,ENSMUSG00000030534,ENSRNOG00000013149,ENSCAFG00000012113,0,0,0,0,0,0,0,0,0,0,0,0,0.55329511,0.725703445,0.583277442,NA,0.85764146,0.332223147,0.436475662,3.78018
VPS35,ENSG00000069329,ENSMFAG00000041373,ENSMUSG00000031696,ENSRNOG00000017612,ENSCAFG00000003688,4,0,-7,10,0,11,11,0,10,0,-11,-1,0.808418909,0.560719765,0.974737313,0.992764745,0.919407721,0.982990365,0.974614911,5.63564
VPS36,ENSG00000136100,ENSMFAG00000042233,ENSMUSG00000031479,ENSRNOG00000012654,ENSCAFG00000005932,4,0,-7,11,-1,-11,-11,8,10,0,-11,-11,0.401767091,0.518681813,0.63525598,0.877219908,NA,0.774235756,0.856315465,4.78923
VPS37A,ENSG00000155975,ENSMFAG00000003278,ENSMUSG00000031600,ENSRNOG00000012001,ENSCAFG00000006905,4,0,-13,11,-11,11,11,0,10,0,-11,-11,0.770174397,0.341216344,0.389000671,0.458561719,0.461237441,0.749851314,NA,3.88517
VPS37D,ENSG00000176428,ENSMFAG00000038378,ENSMUSG00000043614,ENSRNOG00000048699,ENSCAFG00000012952,0,0,9,0,0,0,0,-10,0,0,0,1,0.251268072,NA,0.813659736,0.423262442,0.093072448,0.394909004,0.501417129,1.88616
VPS39,ENSG00000166887,ENSMFAG00000037364,ENSMUSG00000027291,ENSRNOG00000008316,ENSCAFG00000010031,0,0,0,0,0,1,0,0,0,0,0,0,0.636685589,0.5170393,0.807176392,NA,NA,NA,0.846210721,5.06229
VPS41,ENSG00000006715,ENSMFAG00000041501,ENSMUSG00000041236,ENSRNOG00000012940,ENSCAFG00000003582,0,0,0,0,0,6,0,0,0,8,-11,-1,0.533826314,NA,NA,NA,NA,NA,NA,4.79384
VPS45,ENSG00000136631,ENSMFAG00000032727,ENSMUSG00000015747,ENSRNOG00000021173,ENSCAFG00000011714,6,0,0,0,0,-8,0,0,-6,0,-1,0,0.571770054,0.46347789,NA,0.94628371,0.917715494,0.874033543,0.969932224,4.98917
VPS4B,ENSG00000119541,ENSMFAG00000042282,ENSMUSG00000009907,ENSRNOG00000002705,ENSCAFG00000000066,4,0,0,0,0,-11,-11,10,0,0,0,-11,0.553215791,0.468149198,NA,NA,NA,NA,NA,4.73513
VPS51,ENSG00000149823,ENSMFAG00000037911,ENSMUSG00000024797,ENSRNOG00000020996,ENSCAFG00000013964,-4,0,7,0,0,-11,-9,0,-10,0,0,0,0.660010664,0.443806722,0.80337581,0.754001316,0.851507139,0.905198049,0.786691312,NA
VPS52,ENSG00000223501,ENSMFAG00000040981,ENSMUSG00000024319,ENSRNOG00000000470,ENSCAFG00000000941,0,0,0,0,0,0,-6,0,-6,0,10,0,0.600927583,NA,0.463112005,0.573010305,0.692332099,0.215177828,0.029944547,NA
VPS53,ENSG00000141252,ENSMFAG00000002507,ENSMUSG00000017288,ENSRNOG00000006895,ENSCAFG00000019101,13,0,0,0,0,0,0,10,0,0,0,0,0.5703148,NA,NA,NA,NA,NA,NA,5.02582
VPS54,ENSG00000143952,ENSMFAG00000042525,ENSMUSG00000020128,ENSRNOG00000007125,ENSCAFG00000003153,4,0,-7,0,0,11,9,10,10,0,0,0,0.51266475,0.551227543,0.632349653,0.894540671,0.710417768,0.852028072,0.949476278,4.79128
VPS72,ENSG00000163159,ENSMFAG00000037268,ENSMUSG00000008958,ENSRNOG00000021081,ENSCAFG00000012540,0,0,0,0,0,0,0,0,0,0,0,0,0.715038864,0.509273749,0.793203666,0.864284148,0.810153358,0.733079577,0.826247689,3.74364
VPS8,ENSG00000156931,ENSMFAG00000044357,ENSMUSG00000033653,ENSRNOG00000001764,ENSCAFG00000013170,0,0,0,0,0,0,0,0,0,0,0,0,0.561793635,0.499748203,NA,NA,NA,NA,NA,4.07359
VPS9D1,ENSG00000075399,ENSMFAG00000032869,ENSMUSG00000001062,ENSRNOG00000028904,ENSCAFG00000019818,-8,0,0,0,11,9,0,0,0,0,6,1,0.482818423,0.377566202,0.681198301,0.8671344,0.62781597,0.729749019,NA,2.26027
VRK1,ENSG00000100749,ENSMFAG00000040460,ENSMUSG00000021115,ENSRNOG00000005274,ENSCAFG00000017802,0,0,0,0,-6,-6,0,0,0,0,0,-8,0.421746219,0.386066816,NA,NA,NA,NA,NA,3.59714
VRK2,ENSG00000028116,ENSMFAG00000031394,ENSMUSG00000064090,ENSRNOG00000007864,ENSCAFG00000002935,0,0,6,10,0,0,0,-6,0,0,-6,0,0.728193056,NA,0.38028169,0.485310239,0.689264939,0.649577733,0.542821935,2.81326
VRK3,ENSG00000105053,ENSMFAG00000003806,ENSMUSG00000002205,ENSRNOG00000026517,ENSCAFG00000003420,-8,0,7,0,0,-11,-9,10,-13,0,0,-8,0.63089882,NA,NA,0.843345758,0.878265468,0.812775068,0.916451017,1.52201
VSIG10,ENSG00000176834,ENSMFAG00000023995,ENSMUSG00000066894,ENSRNOG00000022698,ENSCAFG00000009906,-9,1,0,1,0,0,-6,11,0,-9,8,8,0.548316044,NA,0.615582383,0.784586713,0.375356954,NA,0.500308071,1.49578
VSIG10L,ENSG00000186806,ENSMFAG00000044306,ENSMUSG00000070604,ENSRNOG00000023411,ENSCAFG00000023923,0,0,0,0,0,0,-6,0,0,0,0,0,0.143447618,NA,0.21652135,0.182087262,0.279746166,0.056500535,NA,0.877613
VSIG2,ENSG00000019102,ENSMFAG00000046060,ENSMUSG00000001943,ENSRNOG00000033490,ENSCAFG00000011162,0,0,0,0,0,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
VSIG4,ENSG00000155659,ENSMFAG00000001866,ENSMUSG00000044206,ENSRNOG00000038132,ENSCAFG00000016623,-13,-11,0,0,-1,-11,-11,0,0,-11,0,0,0.321617442,NA,0.012519562,0.256413067,0.402432575,0.084453432,0.051201479,0.916543
VSIG8,ENSG00000243284,ENSMFAG00000003273,ENSMUSG00000049598,ENSRNOG00000008668,ENSCAFG00000011800,0,0,0,0,0,0,0,0,0,0,0,0,0.110461097,NA,0.159624413,0.281846086,0.279428874,NA,0.225015404,1.82328
VSTM2A,ENSG00000170419,ENSMFAG00000038380,ENSMUSG00000048834,ENSRNOG00000005180,ENSCAFG00000003456,0,0,0,0,0,0,0,0,0,0,0,0,0.089521666,NA,0.54158283,0.325696119,0.920676891,0.062329012,0.313986445,3.99091
VSTM2B,ENSG00000187135,ENSMFAG00000042263,ENSMUSG00000039257,ENSRNOG00000017456,ENSCAFG00000007631,0,0,12,0,0,0,0,0,0,0,0,0,0.084089947,NA,0.474066622,0.166959,0.87371761,0.074699655,NA,2.49153
VSTM2L,ENSG00000132821,ENSMFAG00000031475,ENSMUSG00000037843,ENSRNOG00000034031,ENSCAFG00000028604,-9,0,0,11,11,11,11,11,13,11,1,-11,0.145754688,0.247065071,0.528616141,0.068734927,0.093389741,0.021291781,0.070117067,NA
VSTM4,ENSG00000165633,ENSMFAG00000041628,ENSMUSG00000050666,ENSRNOG00000020078,ENSCAFG00000006604,-11,0,0,11,0,9,11,-10,11,0,1,13,0.259441704,0.202440527,0.493069528,0.628699847,0.503860391,NA,0.540234134,2.5837
VSTM5,ENSG00000214376,ENSMFAG00000000119,ENSMUSG00000031937,ENSRNOG00000010480,ENSCAFG00000004203,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2.32939
VTA1,ENSG00000009844,ENSMFAG00000032780,ENSMUSG00000019868,ENSRNOG00000011540,ENSCAFG00000000295,0,0,0,0,0,-6,0,0,0,0,0,0,0.641242066,0.462233941,NA,0.596689323,0.621470122,0.769477816,0.980283426,4.11002
VTI1A,ENSG00000151532,ENSMFAG00000032726,ENSMUSG00000024983,ENSRNOG00000042786,ENSCAFG00000010984,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5.32317
VTN,ENSG00000109072,ENSMFAG00000033337,ENSMUSG00000017344,ENSRNOG00000010031,ENSCAFG00000018672,-8,0,0,0,0,1,-11,12,0,10,0,0,0.089554772,0.114962596,NA,NA,0.847911158,0.112406328,0.032162662,1.4486
VWA1,ENSG00000179403,ENSMFAG00000000422,ENSMUSG00000042116,ENSRNOG00000018338,ENSCAFG00000019258,0,-6,6,-11,11,-11,-13,-11,0,6,6,11,0.295475742,0.492213042,0.326961771,0.449682087,0.133262824,0.443321042,0.06814541,NA
VWA2,ENSG00000165816,ENSMFAG00000022092,ENSMUSG00000025082,ENSRNOG00000025581,ENSCAFG00000011298,0,0,0,0,0,0,0,0,0,0,0,0,0.205878924,0.230184228,0.099709367,0.145253234,0.33442623,NA,NA,2.66639
VWA3A,ENSG00000175267,ENSMFAG00000033453,ENSMUSG00000030889,ENSRNOG00000025110,ENSCAFG00000017741,0,0,0,0,0,0,0,0,0,0,0,0,0.138930604,NA,0.149340487,0.103814953,0.350713908,0.4150113,0.1004313,1.84601
VWA5B2,ENSG00000145198,ENSMFAG00000033707,ENSMUSG00000046613,ENSRNOG00000001707,ENSCAFG00000012429,0,0,0,0,11,11,1,0,0,0,12,-11,0.206864294,0.357375481,NA,NA,NA,NA,NA,2.05161
VWA7,ENSG00000204396,ENSMFAG00000039665,ENSMUSG00000007030,ENSRNOG00000000860,ENSCAFG00000000630,0,0,0,1,0,0,0,0,0,0,-6,0,0.148201944,NA,0.157053432,0.415698312,0.208778424,NA,0.417991374,NA
VWA8,ENSG00000102763,ENSMFAG00000036408,ENSMUSG00000058997,ENSRNOG00000053145,ENSCAFG00000004764,0,0,0,0,-11,11,11,12,0,11,-11,11,0.507617387,0.462885822,NA,NA,NA,NA,NA,3.91065
VWC2,ENSG00000188730,ENSMFAG00000034380,ENSMUSG00000050830,ENSRNOG00000049076,ENSCAFG00000003354,0,0,6,0,0,0,0,0,0,0,0,0,0.158912958,0.191317289,0.351330203,0.031243148,0.498783712,0.147734031,0.293160813,3.7898
VWC2L,ENSG00000174453,ENSMFAG00000004450,ENSMUSG00000045648,ENSRNOG00000027400,ENSCAFG00000029460,0,0,9,0,0,0,0,0,0,0,0,0,0.13349971,0.318403346,NA,0.915588687,0.996615547,0.289044844,0.4995687,5.87221
VWF,ENSG00000110799,ENSMFAG00000039466,ENSMUSG00000001930,ENSRNOG00000019689,ENSCAFG00000015228,-1,-6,0,0,11,11,-11,0,11,-11,11,-11,0.334227727,0.309203824,0.379722781,0.615983337,0.399365415,NA,NA,2.60688
WAPL,ENSG00000062650,ENSMFAG00000036863,ENSMUSG00000041408,ENSRNOG00000052513,ENSCAFG00000015966,1,0,-7,0,-11,-11,11,0,10,9,-6,-8,0.618051064,NA,0.791974067,0.917452313,0.739820201,NA,0.996303142,4.3916
WARS,ENSG00000140105,ENSMFAG00000031367,ENSMUSG00000021266,ENSRNOG00000004359,ENSCAFG00000017906,0,0,0,0,0,0,0,0,0,0,0,-9,0.326538728,0.603658694,0.499217527,0.556018417,0.670333157,0.480551921,0.880221811,4.29852
WARS2,ENSG00000116874,ENSMFAG00000001270,ENSMUSG00000004233,ENSRNOG00000019508,ENSCAFG00000009996,0,0,0,0,0,0,0,10,0,0,0,0,0.520287083,0.488263002,0.444109099,0.844551633,0.771232152,0.890686333,0.890080099,3.48611
WAS,ENSG00000015285,ENSMFAG00000034169,ENSMUSG00000031165,ENSRNOG00000031058,ENSCAFG00000015519,-1,-11,-11,0,11,-11,0,-11,0,0,11,11,0.126574256,NA,0.337022133,0.49978075,0.53929138,0.758772452,0.53887862,2.42756
WASF1,ENSG00000112290,ENSMFAG00000002297,ENSMUSG00000019831,ENSRNOG00000047476,ENSCAFG00000003854,-12,0,0,0,0,-9,0,0,0,-13,-11,0,0.153017348,0.168235722,0.962553096,NA,0.381914331,0.313786131,0.367652495,NA
WASF2,ENSG00000158195,ENSMFAG00000001141,ENSMUSG00000028868,ENSRNOG00000009805,ENSCAFG00000012104,-1,-6,-6,-6,0,-6,-6,0,0,0,0,0,0.535318932,0.511216485,0.740442656,0.970401228,0.849709149,0.594980373,0.773444239,NA
WASF3,ENSG00000132970,ENSMFAG00000006706,ENSMUSG00000029636,ENSRNOG00000048898,ENSCAFG00000006841,-13,0,0,0,-6,0,0,-10,0,0,6,-8,0.267214956,0.245789875,NA,NA,NA,NA,NA,3.94493
WASL,ENSG00000106299,ENSMFAG00000043459,ENSMUSG00000029684,ENSRNOG00000006975,ENSCAFG00000001771,0,0,0,0,0,0,0,0,0,0,0,9,0.606706609,0.449622287,NA,NA,NA,NA,NA,4.38171
WBP1L,ENSG00000166272,ENSMFAG00000042677,ENSMUSG00000047731,ENSRNOG00000020020,ENSCAFG00000010264,-4,0,0,-11,11,-11,0,0,-10,-8,6,2,0.548327998,NA,NA,NA,NA,NA,NA,3.48265
WBP2,ENSG00000132471,ENSMFAG00000031565,ENSMUSG00000034341,ENSRNOG00000007971,ENSCAFG00000004946,0,0,0,-6,0,0,0,0,0,0,0,0,0.472048785,0.355338853,NA,NA,NA,NA,NA,4.18131
WBP4,ENSG00000120688,ENSMFAG00000034268,ENSMUSG00000022023,ENSRNOG00000011678,ENSCAFG00000004805,4,0,-13,11,0,-11,-11,-11,11,0,-11,-11,0.587942196,0.23688855,0.839593114,0.708726157,0.889582232,0.739978589,0.815526802,2.93477
WDFY1,ENSG00000085449,ENSMFAG00000046048,ENSMUSG00000073643,ENSRNOG00000015080,ENSCAFG00000016204,0,0,-6,0,-6,0,0,0,6,0,0,0,0.620062897,0.584707177,0.802369774,0.912409559,0.598413538,0.981562983,NA,4.55374
WDFY2,ENSG00000139668,ENSMFAG00000042459,ENSMUSG00000014547,ENSRNOG00000010042,ENSCAFG00000004282,0,0,0,0,-6,0,0,0,0,0,8,-8,0.280094867,0.486940457,0.416946121,0.540890156,0.517292438,NA,NA,4.84334
WDFY3,ENSG00000163625,ENSMFAG00000036405,ENSMUSG00000043940,ENSRNOG00000061121,ENSCAFG00000009247,0,0,0,0,0,0,0,0,0,0,-11,0,0.594987693,NA,0.788732394,0.745231309,0.683870968,0.857856548,0.979667283,NA
WDFY4,ENSG00000128815,ENSMFAG00000003522,ENSMUSG00000051506,ENSRNOG00000029662,ENSCAFG00000006576,-1,-11,-11,0,11,-11,0,-11,0,0,11,-11,0.111120194,0.141331975,NA,NA,NA,NA,NA,2.41592
WDHD1,ENSG00000198554,ENSMFAG00000032915,ENSMUSG00000037572,ENSRNOG00000011167,ENSCAFG00000014989,0,0,-6,0,0,0,-1,0,0,0,0,9,0.480787633,0.168145741,0.505365526,0.758276694,0.569434162,0.651243012,0.628958718,3.26898
WDPCP,ENSG00000143951,ENSMFAG00000033390,ENSMUSG00000020319,ENSRNOG00000054331,ENSCAFG00000003119,0,0,0,0,0,6,0,0,0,0,0,0,0.607584147,0.169123919,0.450816007,0.679785135,0.585404548,NA,NA,NA
WDR1,ENSG00000071127,ENSMFAG00000003069,ENSMUSG00000005103,ENSRNOG00000028498,ENSCAFG00000015524,0,-6,0,0,2,-6,0,0,0,0,6,-13,0.548176355,0.325331755,0.868097474,0.865051524,0.875356954,0.916498156,0.883918669,4.10156
WDR11,ENSG00000120008,ENSMFAG00000031615,ENSMUSG00000042055,ENSRNOG00000020430,ENSCAFG00000012327,0,0,0,0,0,-9,0,10,-9,0,-12,-8,0.626475065,NA,0.920076012,0.930059198,0.885034373,0.965148091,NA,4.49945
WDR12,ENSG00000138442,ENSMFAG00000043871,ENSMUSG00000026019,ENSRNOG00000017340,ENSCAFG00000012519,0,0,0,0,0,-6,0,0,0,0,0,0,0.634972105,0.530480485,NA,NA,NA,NA,NA,4.72528
WDR13,ENSG00000101940,ENSMFAG00000038642,ENSMUSG00000031166,ENSRNOG00000039587,ENSCAFG00000015491,0,-6,0,0,6,6,0,0,0,0,11,0,0.599331853,NA,0.467471496,0.531023898,0.705658382,0.752111336,0.721256932,4.66525
WDR17,ENSG00000150627,ENSMFAG00000043874,ENSMUSG00000039375,ENSRNOG00000048847,ENSCAFG00000008450,0,0,0,0,0,0,0,0,0,0,-11,0,0.183210226,NA,0.578694389,0.051414164,0.168799577,0.143570834,0.214417745,NA
WDR18,ENSG00000065268,ENSMFAG00000041133,ENSMUSG00000035754,ENSRNOG00000012379,ENSCAFG00000019651,0,0,7,0,0,0,0,0,0,0,0,0,0.708811199,0.453491727,NA,NA,NA,NA,NA,3.19173
WDR19,ENSG00000157796,ENSMFAG00000001104,ENSMUSG00000037890,ENSRNOG00000002932,ENSCAFG00000016105,0,0,0,0,0,0,0,0,0,0,-1,0,0.325289135,0.211591578,NA,NA,NA,NA,NA,4.33718
WDR24,ENSG00000127580,ENSMFAG00000031351,ENSMUSG00000025737,ENSRNOG00000019713,ENSCAFG00000019626,-8,0,7,0,0,-11,0,0,-11,0,0,0,0.623370448,0.443995779,0.879275654,0.856281517,0.890639873,0.531580826,0.55896488,3.79987
WDR25,ENSG00000176473,ENSMFAG00000032769,ENSMUSG00000040877,ENSRNOG00000004733,ENSCAFG00000017915,0,0,0,0,0,0,0,0,0,0,0,0,0.507652994,0.209875355,NA,NA,NA,NA,NA,2.03717
WDR26,ENSG00000162923,ENSMFAG00000036710,ENSMUSG00000038733,ENSRNOG00000003723,ENSCAFG00000016340,4,0,0,0,-11,11,11,12,11,9,-6,-8,0.63155679,NA,0.96031746,0.97971936,0.973770492,0.957654336,0.967960567,5.16774
WDR27,ENSG00000184465,ENSMFAG00000031361,ENSMUSG00000046991,ENSRNOG00000015609,ENSCAFG00000000884,0,0,0,0,0,-9,-6,-11,-6,-9,0,0,0.421588806,NA,0.222222222,0.109953957,0.126916975,0.322707268,0.30918053,NA
WDR3,ENSG00000065183,ENSMFAG00000034570,ENSMUSG00000033285,ENSRNOG00000019670,ENSCAFG00000009916,0,0,0,0,0,-6,0,0,0,0,0,0,0.512827395,0.457598464,0.661524704,0.697434773,0.894553146,0.775187344,0.89081947,4.21216
WDR33,ENSG00000136709,ENSMFAG00000005367,ENSMUSG00000024400,ENSRNOG00000011382,ENSCAFG00000004326,0,0,0,0,0,0,0,0,0,0,-6,0,0.64155419,0.467684078,0.957634697,0.989585617,0.964780539,0.997502082,0.977449168,4.35755
WDR34,ENSG00000119333,ENSMFAG00000042393,ENSMUSG00000039715,ENSRNOG00000015636,ENSCAFG00000020047,-4,0,7,-11,0,11,-9,-11,-11,0,11,0,0.391095688,0.143729891,0.571540353,0.533106775,0.590481227,0.753300821,0.694393099,2.53704
WDR35,ENSG00000118965,ENSMFAG00000034406,ENSMUSG00000066643,ENSRNOG00000028783,ENSCAFG00000003791,8,-11,0,0,0,-4,11,-11,0,-10,-11,-2,0.295660239,0.184721748,0.487704002,0.711357159,0.511792702,0.848697514,0.673259396,4.49526
WDR36,ENSG00000134987,ENSMFAG00000001782,ENSMUSG00000038299,ENSRNOG00000027355,ENSCAFG00000007387,-11,0,0,0,0,-1,-11,-12,0,-10,-1,0,0.735753048,0.443061648,NA,0.634290726,NA,0.995955751,0.734442391,3.57407
WDR37,ENSG00000047056,ENSMFAG00000030644,ENSMUSG00000021147,ENSRNOG00000016834,ENSCAFG00000005519,8,0,0,0,0,0,9,0,10,0,0,0,0.475919365,0.338990093,0.792756539,NA,NA,0.855834424,NA,NA
WDR38,ENSG00000136918,ENSMFAG00000038461,ENSMUSG00000035295,ENSRNOG00000014102,ENSCAFG00000020213,0,0,0,0,0,0,0,0,0,0,0,0,0.27454929,NA,0.118600492,0.160600745,0.146906399,0.065302724,0.106469501,1.19593
WDR4,ENSG00000160193,ENSMFAG00000045992,ENSMUSG00000024037,ENSRNOG00000001181,ENSCAFG00000010500,0,-6,6,0,0,-6,0,0,0,0,0,0,0.583474155,0.56100512,0.493404874,0.921508441,0.680698043,0.599738313,0.724214418,1.88324
WDR41,ENSG00000164253,ENSMFAG00000002206,ENSMUSG00000042015,ENSRNOG00000025462,ENSCAFG00000009227,0,0,0,0,0,0,0,0,0,0,0,9,0.538055632,0.343735697,0.875810418,0.787436966,0.910100476,0.861187106,0.825015404,2.86281
WDR43,ENSG00000163811,ENSMFAG00000031243,ENSMUSG00000041057,ENSRNOG00000026316,ENSCAFG00000005253,4,0,0,0,0,-1,-11,0,11,-10,0,0,0.495719345,NA,0.844846859,0.984762114,0.971443681,0.9367194,0.814787431,3.54577
WDR44,ENSG00000131725,ENSMFAG00000001942,ENSMUSG00000036769,ENSRNOG00000029068,ENSCAFG00000018287,4,0,-13,1,0,-11,-11,8,11,9,-11,-11,0.765526399,0.513532291,NA,0.996272747,NA,NA,NA,4.37124
WDR45B,ENSG00000141580,ENSMFAG00000032561,ENSMUSG00000025173,ENSRNOG00000036662,ENSCAFG00000013002,0,0,0,0,0,0,0,0,0,0,0,0,0.641803208,0.608507713,NA,NA,NA,NA,NA,5.22874
WDR46,ENSG00000227057,ENSMFAG00000000475,ENSMUSG00000024312,ENSRNOG00000031171,ENSCAFG00000000954,9,-6,0,0,6,-1,0,0,0,0,0,0,0.564012241,NA,NA,NA,NA,NA,NA,NA
WDR47,ENSG00000085433,ENSMFAG00000043278,ENSMUSG00000040389,ENSRNOG00000020330,ENSCAFG00000019867,8,0,-7,0,0,11,0,-10,13,0,0,11,0.351270547,0.385077533,NA,0.87338303,0.892649392,NA,0.795194085,4.83326
WDR48,ENSG00000114742,ENSMFAG00000041723,ENSMUSG00000032512,ENSRNOG00000016942,ENSCAFG00000005066,0,0,0,0,0,0,0,0,0,0,-6,0,0.667491378,0.393060457,0.982673821,0.98728349,0.985404548,0.93755204,NA,NA
WDR49,ENSG00000174776,ENSMFAG00000043934,ENSMUSG00000104301,ENSRNOG00000024628,ENSCAFG00000014555,0,0,0,0,0,0,0,0,0,0,0,0,0.310816889,NA,0.140621507,0.266498575,0.96964569,0.156893065,0.34319162,2.12012
WDR5,ENSG00000196363,ENSMFAG00000039367,ENSMUSG00000026917,ENSRNOG00000008212,ENSCAFG00000019830,0,0,0,0,0,-1,13,-10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5.26056
WDR53,ENSG00000185798,ENSMFAG00000040985,ENSMUSG00000022787,ENSRNOG00000001754,ENSCAFG00000013024,0,0,0,0,0,-9,0,0,-6,0,-6,0,0.589637239,0.583437625,0.764811089,0.911751809,0.886092015,0.754847151,0.814540974,NA
WDR55,ENSG00000120314,ENSMFAG00000001095,ENSMUSG00000042660,ENSRNOG00000017251,ENSCAFG00000005869,0,0,0,0,0,-6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.4841
WDR59,ENSG00000103091,ENSMFAG00000036379,ENSMUSG00000031959,ENSRNOG00000018967,ENSCAFG00000020099,0,0,6,0,0,6,0,0,0,0,-6,0,0.548083461,0.434594121,0.653699978,0.879741285,0.676890534,NA,0.862600123,4.66763
WDR5B,ENSG00000196981,ENSMFAG00000026379,ENSMUSG00000034379,ENSRNOG00000002253,ENSCAFG00000011894,0,0,0,0,0,0,0,0,0,0,0,0,0.506912931,0.56656104,NA,NA,NA,NA,NA,2.36051
WDR6,ENSG00000178252,ENSMFAG00000037294,ENSMUSG00000066357,ENSRNOG00000020185,ENSCAFG00000011992,0,0,0,0,0,0,0,0,0,0,-8,0,0.370844173,0.584000731,NA,0.38653804,0.501110524,0.367075057,0.483548983,NA
WDR60,ENSG00000126870,ENSMFAG00000032531,ENSMUSG00000042050,ENSRNOG00000004520,ENSCAFG00000005240,0,0,0,0,0,0,0,0,0,0,0,0,0.540926729,0.216515316,0.988933602,0.478294234,0.847382337,NA,NA,1.75195
WDR61,ENSG00000140395,ENSMFAG00000036343,ENSMUSG00000061559,ENSRNOG00000012803,ENSCAFG00000014230,4,0,0,11,0,11,11,0,10,8,-12,-8,0.51022823,0.50972924,0.990498547,0.988818242,0.897091486,0.983941953,0.961922366,5.16191
WDR63,ENSG00000162643,ENSMFAG00000007665,ENSMUSG00000043020,ENSRNOG00000014893,ENSCAFG00000020292,0,0,0,0,0,0,0,0,0,0,0,0,0.129381254,0.114690906,0.132908562,0.089673317,0.164251719,0.43321042,0.144177449,2.42923
WDR66,ENSG00000158023,ENSMFAG00000025564,ENSMUSG00000029442,ENSRNOG00000001342,ENSCAFG00000008022,0,0,0,0,0,-8,-11,0,-6,0,-11,0,0.252720103,0.13434071,NA,NA,NA,NA,NA,1.80494
WDR7,ENSG00000091157,ENSMFAG00000033483,ENSMUSG00000040560,ENSRNOG00000018387,ENSCAFG00000000133,6,0,0,0,0,0,0,0,0,0,0,-6,0.416349066,NA,0.860272748,0.962837097,0.858276044,0.867372428,0.989279113,4.66345
WDR70,ENSG00000082068,ENSMFAG00000030910,ENSMUSG00000039828,ENSRNOG00000013336,ENSCAFG00000018675,0,0,0,0,0,0,0,0,0,0,0,0,0.640382271,0.591430246,0.8746926,0.900898926,0.940454786,0.967646009,0.854590265,4.25136
WDR72,ENSG00000166415,ENSMFAG00000046332,ENSMUSG00000044976,ENSRNOG00000054889,ENSCAFG00000015875,0,0,0,0,0,0,0,0,0,0,0,0,0.143052181,0.193085917,0.199642298,0.070817803,0.021364357,0.239919115,0.384719655,2.34353
WDR73,ENSG00000177082,ENSMFAG00000003880,ENSMUSG00000025722,ENSRNOG00000010664,ENSCAFG00000012877,-8,0,7,0,0,-11,0,-8,0,-6,0,0,0.451071028,NA,0.615135256,0.634729226,0.795240613,0.931366718,0.858780037,1.69533
WDR75,ENSG00000115368,ENSMFAG00000039326,ENSMUSG00000025995,ENSRNOG00000003825,ENSCAFG00000009325,8,0,0,0,-1,11,-11,0,0,0,0,-11,0.657946752,NA,0.88710038,0.810019733,0.98826018,0.958605924,0.753173136,3.12334
WDR76,ENSG00000092470,ENSMFAG00000045762,ENSMUSG00000027242,ENSRNOG00000022491,ENSCAFG00000013431,6,0,0,0,0,0,0,8,0,0,0,0,0.498681922,NA,0.288844176,0.494409121,0.438921206,0.570120138,0.573875539,1.90833
